REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2000,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,50.5,,,,1
2001,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,51.9,,,,1
2002,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,53.4,,,,1
2003,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,54.5,,,,1
2004,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,54.2,,,,1
2005,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,54.4,,,,1
2006,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,55.4,,,,1
2007,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,54.9,,,,1
2008,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,55.2,,,,1
2009,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,54.5,,,,1
2010,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,56,,,,1
2011,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,56.2,,,,1
2012,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,57.9,,,,1
2013,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,57.8,,,,1
2014,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,56.9,,,,1
2015,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,57.5,,,,1
2016,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,56.6,,,,1
2017,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,55.9,,,,1
2018,Newfoundland and Labrador,2016A000210,Participation rate,Females,15 years and over,Percentage,242,units,0,v2462295,2.9.3.1,55.3,,,,1
1976,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,42.8,,,,1
1977,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,42.8,,,,1
1978,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.5,,,,1
1979,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,45.5,,,,1
1980,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.2,,,,1
1981,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.3,,,,1
1982,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,44.5,,,,1
1983,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.7,,,,1
1984,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,42.8,,,,1
1985,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.3,,,,1
1986,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,44.1,,,,1
1987,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,44.6,,,,1
1988,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.3,,,,1
1989,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,47.4,,,,1
1990,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,47,,,,1
1991,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.1,,,,1
1992,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.5,,,,1
1993,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43,,,,1
1994,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.1,,,,1
1995,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.5,,,,1
1996,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,42.6,,,,1
1997,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,43.1,,,,1
1998,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,44.6,,,,1
1999,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.8,,,,1
2000,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,46.3,,,,1
2001,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,47.7,,,,1
2002,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,48.5,,,,1
2003,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,49.4,,,,1
2004,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,49.9,,,,1
2005,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,49.7,,,,1
2006,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,50.4,,,,1
2007,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,51,,,,1
2008,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,51.7,,,,1
2009,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,49.7,,,,1
2010,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,50.9,,,,1
2011,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,52.6,,,,1
2012,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,54.4,,,,1
2013,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,54.6,,,,1
2014,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,53.8,,,,1
2015,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,53.3,,,,1
2016,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,52.4,,,,1
2017,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,50.3,,,,1
2018,Newfoundland and Labrador,2016A000210,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2461896,2.10.1.1,50.8,,,,1
1976,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,57.5,,,,1
1977,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,56,,,,1
1978,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,55.8,,,,1
1979,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,58.2,,,,1
1980,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,59,,,,1
1981,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,58.3,,,,1
1982,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,54.9,,,,1
1983,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,53.6,,,,1
1984,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.7,,,,1
1985,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.9,,,,1
1986,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.5,,,,1
1987,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,53,,,,1
1988,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,54.7,,,,1
1989,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,54.9,,,,1
1990,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,53.3,,,,1
1991,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.3,,,,1
1992,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,48.8,,,,1
1993,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,48,,,,1
1994,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,47.8,,,,1
1995,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,47.9,,,,1
1996,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,46.3,,,,1
1997,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,47.2,,,,1
1998,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,48.7,,,,1
1999,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.2,,,,1
2000,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,50.1,,,,1
2001,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51,,,,1
2002,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.7,,,,1
2003,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.4,,,,1
2004,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,53.3,,,,1
2005,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.8,,,,1
2006,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.6,,,,1
2007,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,53.9,,,,1
2008,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,54.7,,,,1
2009,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,51.9,,,,1
2010,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.3,,,,1
2011,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,55,,,,1
2012,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,57.1,,,,1
2013,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,57.4,,,,1
2014,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,56.2,,,,1
2015,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,55,,,,1
2016,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,54.1,,,,1
2017,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,50.8,,,,1
2018,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2462106,2.10.2.1,52.3,,,,1
1976,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,27.7,,,,1
1977,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,29.2,,,,1
1978,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,30.9,,,,1
1979,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,32.5,,,,1
1980,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,33.2,,,,1
1981,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,34.3,,,,1
1982,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,34.1,,,,1
1983,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,33.8,,,,1
1984,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,33.9,,,,1
1985,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,34.6,,,,1
1986,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,35.8,,,,1
1987,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,36.2,,,,1
1988,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,38.1,,,,1
1989,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,39.9,,,,1
1990,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,40.8,,,,1
1991,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,40.8,,,,1
1992,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,38.3,,,,1
1993,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,38.1,,,,1
1994,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,38.4,,,,1
1995,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,39.2,,,,1
1996,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,38.9,,,,1
1997,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,39.2,,,,1
1998,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,40.6,,,,1
1999,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,42.6,,,,1
2000,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,42.7,,,,1
2001,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,44.7,,,,1
2002,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,45.4,,,,1
2003,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,46.5,,,,1
2004,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,46.6,,,,1
2005,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,46.8,,,,1
2006,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,48.3,,,,1
2007,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,48.3,,,,1
2008,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,48.7,,,,1
2009,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,47.7,,,,1
2010,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,49.6,,,,1
2011,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,50.4,,,,1
2012,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,51.7,,,,1
2013,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,51.9,,,,1
2014,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,51.4,,,,1
2015,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,51.8,,,,1
2016,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,50.7,,,,1
2017,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,49.8,,,,1
2018,Newfoundland and Labrador,2016A000210,Employment rate,Females,15 years and over,Percentage,242,units,0,v2462316,2.10.3.1,49.3,,,,1
1976,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,9.3,,,,1
1977,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,9.5,,,,1
1978,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,9.7,,,,1
1979,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.6,,,,1
1980,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.5,,,,1
1981,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.3,,,,1
1982,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12.6,,,,1
1983,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12.2,,,,1
1984,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12.5,,,,1
1985,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,13.5,,,,1
1986,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,13,,,,1
1987,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12.3,,,,1
1988,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12.2,,,,1
1989,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,13.7,,,,1
1990,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,14.4,,,,1
1991,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,16.5,,,,1
1992,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,17.6,,,,1
1993,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,16.9,,,,1
1994,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,16.5,,,,1
1995,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,14.8,,,,1
1996,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,14.6,,,,1
1997,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,15.3,,,,1
1998,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,13.9,,,,1
1999,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,14.3,,,,1
2000,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,12,,,,1
2001,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.9,,,,1
2002,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.9,,,,1
2003,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.9,,,,1
2004,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.2,,,,1
2005,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.9,,,,1
2006,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.1,,,,1
2007,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.2,,,,1
2008,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.9,,,,1
2009,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.9,,,,1
2010,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.4,,,,1
2011,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11,,,,1
2012,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.2,,,,1
2013,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,11.6,,,,1
2014,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.6,,,,1
2015,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.4,,,,1
2016,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,10.7,,,,1
2017,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,9.8,,,,1
2018,Prince Edward Island,2016A000211,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2462484,3.8.1.1,9.4,,,,1
1976,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,8.8,,,,1
1977,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,8.4,,,,1
1978,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,8.3,,,,1
1979,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,10.5,,,,1
1980,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,9.4,,,,1
1981,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,10.5,,,,1
1982,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2462694,3.8.2.1,12.8,,,,1
