REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1997,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,11.4,,,,1
1998,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,10.3,,,,1
1999,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,9.3,,,,1
2000,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.5,,,,1
2001,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.8,,,,1
2002,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.7,,,,1
2003,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,9.1,,,,1
2004,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.5,,,,1
2005,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.2,,,,1
2006,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.1,,,,1
2007,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.3,,,,1
2008,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.2,,,,1
2009,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8.6,,,,1
2010,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,8,,,,1
2011,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.9,,,,1
2012,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.7,,,,1
2013,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.6,,,,1
2014,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.7,,,,1
2015,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.6,,,,1
2016,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,7.1,,,,1
2017,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,6.1,,,,1
2018,Quebec,2016A000224,Unemployment rate,Both sexes,15 years and over,Percentage,242,units,0,v2464374,6.8.1.1,5.5,,,,1
1976,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.1,,,,1
1977,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.7,,,,1
1978,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10.4,,,,1
1979,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9,,,,1
1980,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.5,,,,1
1981,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10,,,,1
1982,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,14,,,,1
1983,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,14.3,,,,1
1984,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,12.9,,,,1
1985,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,12.3,,,,1
1986,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10.7,,,,1
1987,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.9,,,,1
1988,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9,,,,1
1989,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.6,,,,1
1990,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10.3,,,,1
1991,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,12.6,,,,1
1992,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,13.4,,,,1
1993,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,13.9,,,,1
1994,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,13.1,,,,1
1995,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,11.8,,,,1
1996,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,12.3,,,,1
1997,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,12,,,,1
1998,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10.5,,,,1
1999,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.7,,,,1
2000,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.7,,,,1
2001,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9,,,,1
2002,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.2,,,,1
2003,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.7,,,,1
2004,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9.1,,,,1
2005,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.9,,,,1
2006,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.5,,,,1
2007,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8,,,,1
2008,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.2,,,,1
2009,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,10.1,,,,1
2010,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9,,,,1
2011,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.6,,,,1
2012,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.4,,,,1
2013,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.3,,,,1
2014,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,9,,,,1
2015,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.5,,,,1
2016,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,8.1,,,,1
2017,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,6.4,,,,1
2018,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Percentage,242,units,0,v2464584,6.8.2.1,5.9,,,,1
1976,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,9.7,,,,1
1977,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.5,,,,1
1978,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,12,,,,1
1979,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11,,,,1
1980,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.9,,,,1
1981,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.4,,,,1
1982,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,14,,,,1
1983,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,14,,,,1
1984,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,13.3,,,,1
1985,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,12,,,,1
1986,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.5,,,,1
1987,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.5,,,,1
1988,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.2,,,,1
1989,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,9.7,,,,1
1990,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.5,,,,1
1991,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.6,,,,1
1992,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.8,,,,1
1993,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,12.4,,,,1
1994,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.4,,,,1
1995,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11,,,,1
1996,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,11.1,,,,1
1997,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.7,,,,1
1998,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,10.1,,,,1
1999,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,8.9,,,,1
2000,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,8.2,,,,1
2001,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,8.5,,,,1
2002,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,8.1,,,,1
2003,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,8.4,,,,1
2004,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,7.8,,,,1
2005,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,7.5,,,,1
2006,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,7.5,,,,1
2007,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.4,,,,1
2008,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.1,,,,1
2009,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.9,,,,1
2010,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.9,,,,1
2011,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,7.1,,,,1
2012,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,7,,,,1
2013,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.7,,,,1
2014,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.3,,,,1
2015,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6.6,,,,1
2016,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,6,,,,1
2017,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,5.7,,,,1
2018,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Percentage,242,units,0,v2464794,6.8.3.1,5,,,,1
1976,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,58.8,,,,1
1977,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,59.3,,,,1
1978,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,60,,,,1
1979,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,60.6,,,,1
1980,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,61.4,,,,1
1981,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,61.9,,,,1
1982,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,60.4,,,,1
1983,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,61.1,,,,1
1984,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,61.7,,,,1
1985,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.4,,,,1
1986,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.9,,,,1
1987,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,63.6,,,,1
1988,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,63.8,,,,1
1989,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.2,,,,1
1990,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.2,,,,1
1991,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,63.6,,,,1
1992,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.6,,,,1
1993,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.3,,,,1
1994,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.5,,,,1
1995,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.2,,,,1
1996,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,61.9,,,,1
1997,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.1,,,,1
1998,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.6,,,,1
1999,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,62.8,,,,1
2000,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,63.1,,,,1
2001,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,63.6,,,,1
2002,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.2,,,,1
2003,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,66.1,,,,1
2004,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.9,,,,1
2005,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.6,,,,1
2006,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.4,,,,1
2007,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.7,,,,1
2008,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.6,,,,1
2009,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.2,,,,1
2010,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.3,,,,1
2011,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65.1,,,,1
2012,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.8,,,,1
2013,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,65,,,,1
2014,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.7,,,,1
2015,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.8,,,,1
2016,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.6,,,,1
2017,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.9,,,,1
2018,Quebec,2016A000224,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2464395,6.9.1.1,64.6,,,,1
1976,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,76.7,,,,1
1977,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,76.3,,,,1
1978,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,76.3,,,,1
1979,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,76.6,,,,1
1980,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,77.1,,,,1
1981,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,76.5,,,,1
1982,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.4,,,,1
1983,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.7,,,,1
1984,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.8,,,,1
1985,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.9,,,,1
1986,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.8,,,,1
1987,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,75.4,,,,1
1988,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,75.3,,,,1
1989,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,75.1,,,,1
1990,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,74.7,,,,1
1991,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,73.3,,,,1
1992,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,72,,,,1
1993,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,71.3,,,,1
1994,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,71.7,,,,1
1995,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.8,,,,1
1996,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.4,,,,1
1997,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.3,,,,1
1998,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.5,,,,1
1999,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.7,,,,1
2000,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.6,,,,1
2001,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.7,,,,1
2002,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,72.2,,,,1
2003,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,72.4,,,,1
2004,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,71.9,,,,1
2005,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,71.4,,,,1
2006,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.9,,,,1
2007,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.5,,,,1
2008,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,70.5,,,,1
2009,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,69.7,,,,1
2010,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,69.8,,,,1
2011,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,69.6,,,,1
2012,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,69,,,,1
2013,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,69.3,,,,1
2014,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,68.8,,,,1
2015,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,68.9,,,,1
2016,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,68.6,,,,1
2017,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,68.9,,,,1
2018,Quebec,2016A000224,Participation rate,Males,15 years and over,Percentage,242,units,0,v2464605,6.9.2.1,68.3,,,,1
1976,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,41.4,,,,1
1977,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,42.8,,,,1
1978,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,44.3,,,,1
1979,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,45.2,,,,1
1980,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,46.4,,,,1
1981,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,47.9,,,,1
1982,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,47,,,,1
1983,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,48.1,,,,1
1984,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,49.1,,,,1
1985,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,50.5,,,,1
1986,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,51.6,,,,1
1987,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,52.3,,,,1
1988,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,52.8,,,,1
1989,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,53.7,,,,1
1990,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,54.3,,,,1
1991,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,54.4,,,,1
1992,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,53.6,,,,1
1993,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,53.6,,,,1
1994,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,53.7,,,,1
1995,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,54,,,,1
1996,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,53.8,,,,1
1997,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,54.2,,,,1
1998,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,54.9,,,,1
1999,Quebec,2016A000224,Participation rate,Females,15 years and over,Percentage,242,units,0,v2464815,6.9.3.1,55.2,,,,1
